Month,2025-12-01 00:00:00,,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
Key Financials,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
i. P&L -Current Month/YTD,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
GP,,OP,,YTD GP,,YTD OP,,,,,,,,,,,,,,,,,,,,
5942099.0913548665,,2372349.9107494396,,49496073.625990264,,9697619.25011953,,,,,,,,,,,,,,,,,,,,
-17011.60284091998,-0.0028547217385119887,1230546.878182799,1.077722552038308,-7611553.856607579,-0.1332843648412292,-3014966.279308893,-0.2371638933975731,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
ii. Profits by Dept.,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Month (USD'000),,,,,,,,,,,,,,,,,,,,,,,,,,
Dept.,,Budget,Actual,GP Ach.%,"Var. vs, Bud.",Bud. GP %,Act. GP %,Outperfomed,Underperformed,Overall GP%,,,,,,,,,,,,,,,,
GP,,,10916.8829244569,,,,,,,,,,,,,,,,,,,,,,,
GP%,0,,1.2319649402268642,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direct,Agency,IM Total,,,,,,,,,,,,,,,,,,,,,,,
Revenue,,,2926815.47474604,,,,,,,,,,,,,,,,,,,,,,,
GP,,,1500954.054041,,,,,,,,,,,,,,,,,,,,,,,
GP%,0,0,0.5128283853191113,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direct,Agency,POKKT Total,,,,,,,,,,,,,,,,,,,,,,,
Revenue,,,0,,,,,,,,,,,,,,,,,,,,,,,
GP,,,0,,,,,,,,,,,,,,,,,,,,,,,
GP%,0,,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
SGA varience,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
SGA,Base Budget,Actual,$ Var,$ Var (For Graph),%,Rank (Amount),Rank (%),,Top 5,SGA,Budget,Actual,BvA Var.,％,Outperfomed,Underperformed,,,Top 5,SGA,Budget,Actual,Var,Chart,,Baseline
Accounting and professional fee,21193.4706293706,25565.22972016001,4371.759090789408,4371.759090789408,0.20627858302409807,15,16,,1,Staff costs,1838138.34947426,794497.567404309,1043640.7820699508,0.567770528463459,0.567770528463459,,,,1,Recruitment,46040.3132167832,108016.806052267,61976.4928354838,,#VALUE!,61976.4928354838
Advertising and marketing events,561386.787693972,679022.6029737599,117635.81527978787,117635.81527978787,0.20954503714454087,5,15,,2,Royalty expenses,415321.041958041,189596.02543612,225725.01652192103,0.5434952572056908,0.5434952572056908,,,,2,#REF!,#REF!,#REF!,,#REF!,#REF!,
Client Gifts and Entertainment,23762.2377622377,31228.17434635097,7465.936584113271,7465.936584113271,0.3141933288782226,13,11,,3,IT expenses,494602.195904095,685659.087576599,-191056.89167250396,-0.3862839535584077,,-0.3862839535584077,,,3,Insurance expenses,506.993006993007,993.079812863325,486.08680587031796,,#VALUE!,
Depreciation and amortization,112224.941724941,62321.05981970846,-49903.88190523254,49903.88190523254,0.4446772806311188,8,9,,4,Research and development,328489.9995,154895.726862088,173594.27263791198,0.5284613623006567,0.5284613623006567,,,,4,Rental expenses,1510.48951048951,260.142830453595,-1250.346680035915,#VALUE!,,
Depreciation - Lease,362039.808762567,276960.2966865776,-85079.51207598939,85079.51207598939,0.2350004337003344,6,14,,5,Advertising and marketing events,561386.787693972,679022.602973759,-117635.81527978706,-0.20954503714453954,,-0.20954503714453954,,,5,Staff costs,1838138.34947426,794497.567404309,-1043640.7820699508,#VALUE!,,
Interest Expense - Lease,24845.3704111292,18325.87367971306,-6519.49673141614,6519.49673141614,0.2624028792299996,14,13,,,,,,,,,,,,,,,,,,,
Finance costs,0,22262.06755063018,22262.06755063018,22262.06755063018,1,11,2,,,,,,,,,,,,,,,,,,,
General expenses,197268.963941216,209086.48127218333,11817.517330967326,11817.517330967326,0.05990560854006821,12,18,,,,,,,,,,,,,,,,,,,
Insurance expenses,506.993006993007,993.0798128633251,486.0868058703181,486.0868058703181,0.9587643205442136,18,3,,,,,,,,,,,,,,,,,,,
IT expenses,494602.195904095,685659.0875765999,191056.8916725049,191056.8916725049,0.3862839535584097,3,10,,,,,,,,,,,,,,,,,,,
Other outsourced services,311555.552447552,262671.3578090414,-48884.194638510584,48884.194638510584,0.15690362201694308,9,17,,,,,,,,,,,,,,,,,,,
Recruitment,46040.3132167832,108016.80605226732,61976.49283548412,61976.49283548412,1.346135343251567,7,1,,,,,,,,,,,,,,,,,,,
Rental expenses,1510.48951048951,260.1428304535957,-1250.3466800359142,1250.3466800359142,0.8277758113200732,17,4,,,,,,,,,,,,,,,,,,,
Research and development,328489.9995,154895.72686208785,-173594.27263791213,173594.27263791213,0.5284613623006571,4,7,,,,,,,,,,,,,,,,,,,
Staff costs,1838138.34947426,794497.5674043079,-1043640.782069952,1043640.782069952,0.5677705284634597,1,5,,,,,,,,,,,,,,,,,,,
Telephone & Internet,8304.1958041958,10801.03235828,2496.8365540841987,2496.8365540841987,0.3006716860918237,16,12,,,,,,,,,,,,,,,,,,,
Transportation & Accommodation,70116.9498813035,37586.568414321984,-32530.38146698152,32530.38146698152,0.4639446171296686,10,8,,,,,,,,,,,,,,,,,,,
Royalty expenses,415321.041958041,189596.02543612,-225725.01652192103,225725.01652192103,0.5434952572056908,2,6,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Cashflow,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,2,3,4,5,6,,,,,,,,
Year/Month,2024-07-01 00:00:00,2024-08-01 00:00:00,2024-09-01 00:00:00,2024-10-01 00:00:00,2024-11-01 00:00:00,2024-12-01 00:00:00,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,,,,,,,,
Cash ending balance,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating,,,,,,,,,,,,,,,,,,,,,,,,,,
Investing,,,,,,,,,,,,,,,,,,,,,,,,,,
Financing,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Cash Impact,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Cash Flow Movements_Dec,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Cash flow by Activities,,2025-12-01 00:00:00,,,,,,,,,,,,,,,,
,,,,,,,,Beginning Balance,,,,,,,,,,,,,,,,,,
,,,,,,,,Working Capital,,,,,,,,,,,,,,,,,,
,,,,,,,,Tax declaration,,-71927.19,,,,,,,,,,,,,,,,
,,,,,,,,Capex & Financial Investments,,,,,,,,,,,,,,,,,,
,,,,,,,,Intercompany Loan Issuance/collection,,-127821.2,,,,,,,,,,,,,,,,
,,,,,,,,Intercompany Loan Borrowing/Repayment,,0,,,,,,,,,,,,,,,,
,,,,,,,,Others,,,,,,,,,,,,,,,,,,
,,,,,,,,Ending Balance,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
D2C by customer contribution,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec,,,,Nov,,,,,,,,,,,,,,,,,,,,,,
Top brands,GP,GP contribution,,Top brands,GP,GP contribution,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,Total,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Productivity,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,,,,,,,,,,,,,,
Actual GP,3517770.403566593,3303065.541403124,4416050.875222451,3822201.956552974,3811743.8317384664,4319744.840347671,3680662.7286642324,3786651.4516759855,5756759.320608197,3626722.4026111383,3512601.1822445607,5942099.0913548665,,,,,,,,,,,,,,
Actual Staff Cost,816330.2858194144,977559.2855673834,964537.5132195719,1099736.9215235019,1049132.499943687,1090685.367661292,1035139.0523457468,971236.5929950753,995479.0800626213,969814.236438141,948144.4099314013,794497.5674043079,,,,,,,,,,,,,,
Budget Staff Cost,986730.0283,1022028.9359,925283.8964,1131199.52360532,1141873.427206,1060369.76001043,1221764.81487866,1222874.99236273,1155642.42216593,1256312.97378142,1270777.97960286,1838138.34947426,,,,,,,,,,,,,,
BvA Staff Cost Variance,170399.74248058558,44469.65033261664,0,31462.60208181804,92740.92726231297,0,186625.76253291324,251638.3993676547,160163.34210330877,286498.73734327895,322633.5696714588,1043640.782069952,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
BvA GP per person,YTD,,,,,,,,,,,,,,,,,,,,,,,,,
,Actual,Budget,,,,,,,,,,,,,,,,,,,,,,,,
Overall,16835.685513695924,18049.186941402608,,,,,,,,,,,,,,,,,,,,,,,,
Marketing,14803.57827771605,20388.07588208632,,,,,,,,,,,,,,,,,,,,,,,,
CG,57897.09888090183,28484.831021378603,,,,,,,,,,,,,,,,,,,,,,,,
PG,23377.62154764183,25764.63098098074,,,,,,,,,,,,,,,,,,,,,,,,
D2C,20234.470653711138,18326.766086533047,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual GP per person,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,YTD,,,,,,,,,,,,,
Overall,16438.179455918667,14745.828309835386,18872.01228727544,14757.536511787554,14734.224320597143,16409.28714282117,14183.671401403608,14996.639412578203,23496.97681880898,14742.773994354262,14163.714444534542,25178.38598031727,16835.685513695924,,,,,,,,,,,,,
Marketing,16716.720522564538,15625.053309810633,18168.769750540145,14977.921077131783,15618.574490755314,15979.908057149585,11727.821989927528,14158.200727988838,20012.32496309208,11275.145551484018,8630.368991822006,16798.565966282902,14803.57827771605,,,,,,,,,,,,,
CG,57125.18117474944,53805.71363690371,52816.42251735897,31129.832400783613,30605.541139486973,95818.34465319158,26146.46557831762,15710.02211635474,193054.58538665227,5883.393769984266,-4498.973583376014,194174.87650554525,57897.09888090183,,,,,,,,,,,,,
PG,26023.77326382958,19682.054618273072,28681.54922453573,21947.392150606738,20711.414194797355,19370.551880842133,22284.299729928298,23017.234829366374,23053.36147655038,23775.027209341293,22898.48110671507,30477.566940049088,23377.62154764183,,,,,,,,,,,,,
D2C,13186.94686485869,13272.92660728788,18786.45995647736,14988.93469310476,15879.811100476723,18154.01824842945,18009.965459746578,18326.72187113278,32186.228242345194,21367.0661248375,25171.1367323702,39196.49231816599,20234.470653711138,,,,,,,,,,,,,
Actual GP,3517770.4035665933,3303065.541403124,4416050.875222451,3822201.956552974,3811743.8317384664,4319744.840347671,3680662.7286642324,3786651.4516759855,5756759.320608197,3626722.4026111383,3512601.1822445607,5942099.0913548665,49496073.625990264,,,,,,,,,,,,,
Marketing,981271.494674539,1042191.05576437,1339038.33061481,1418409.12600438,1421290.2786587188,1438191.7251434638,1055503.9790934748,1260079.8647909977,1721059.94682592,1037313.3907365234,811254.6852312657,1511870.936965457,15037474.814503921,,,,,,,,,,,,,
CG,399876.2682232459,376639.995458326,369714.95762151247,217908.82680548512,214238.7879764088,479091.7232659579,130732.3278915881,78550.1105817737,772218.341546608,23533.57507993705,-17995.89433350403,776699.50602218,3821208.526139519,,,,,,,,,,,,,
PG,1249141.116663818,964420.676295379,1405395.9120022492,1207106.568283369,1180550.6091034492,1181603.664731369,1314773.684065769,1265947.91561515,1267934.881210269,1283851.4693044291,1259416.460869329,1615311.0478226,15195454.00596718,,,,,,,,,,,,,
D2C,887481.52400499,919813.813885049,1301901.67498388,978777.43545974,995664.1559998901,1220857.72720688,1179652.737613401,1182073.560688064,1995546.1510254,1282023.9674902488,1459925.93047747,2038217.6005446292,15441936.279379642,,,,,,,,,,,,,
Actual FTE,213.99999999999991,223.99999999999983,233.99999999999991,258.99999999999983,258.699999999999,263.2499999999999,259.4999999999997,252.4999999999993,244.99999999999986,245.99999999999932,247.9999999999996,235.99999999999963,2939.949999999996,,,,,,,,,,,,,
Marketing,58.70000000000003,66.70000000000005,73.70000000000007,94.7,90.99999999999905,90.00000000000007,89.99999999999977,88.99999999999937,86.00000000000006,91.99999999999945,93.99999999999967,89.99999999999974,1015.7999999999972,,,,,,,,,,,,,
CG,6.9999999999999964,7.000000000000001,6.999999999999994,6.999999999999995,7,5,5,5,3.9999999999999947,3.999999999999998,3.9999999999999942,3.9999999999999947,65.99999999999997,,,,,,,,,,,,,
PG,47.999999999999936,48.999999999999915,48.99999999999994,54.99999999999993,57,60.999999999999936,58.99999999999997,54.99999999999997,54.999999999999915,53.99999999999997,55.00000000000001,52.99999999999994,649.9999999999995,,,,,,,,,,,,,
D2C,67.30000000000001,69.29999999999991,69.29999999999994,65.29999999999994,62.69999999999997,67.24999999999997,65.5,64.49999999999999,61.999999999999936,59.99999999999994,57.999999999999936,51.999999999999936,763.1499999999994,,,,,,,,,,,,,
Corporate,32.999999999999936,31.999999999999936,34.99999999999997,36.999999999999936,41,39.9999999999999,39.99999999999997,38.999999999999964,37.999999999999936,35.999999999999936,36.99999999999997,37,444.99999999999943,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Budget GP per person (FTE),2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,YTD,,,,,,,,,,,,,
Overall,16184.51046261261,17556.388894323147,20247.45153617021,15682.642294254752,16828.24466444407,18021.181664125335,16602.107816965636,18066.094806998048,18634.228888779035,17604.187248276172,19957.714302884597,20619.760187528675,18049.186941402608,,,,,,,,,,,,,
Marketing,16559.07278135593,21405.85207903226,24608.125316923077,18573.993573993568,20095.44509544508,21498.895841001093,18531.468531468527,20216.530457494315,20211.39779760468,18916.476781645313,20924.63092463091,22882.672882672803,20388.07588208632,,,,,,,,,,,,,
CG,50726.26365714286,52401.494028571426,53724.801114285714,18763.544715284697,19819.06658341657,21002.511628371598,23538.8914285714,25073.7916083916,27116.998901098883,14888.13594405593,16819.827022977002,17942.645624375615,28484.831021378603,,,,,,,,,,,,,
PG,25564.937778,24988.777347058825,28931.57628653846,23433.559914661597,23584.512937062933,24647.43446875703,23967.95682095681,24391.686313686285,25546.711319930015,24844.605701990233,27872.14997310377,31286.542549757847,25764.63098098074,,,,,,,,,,,,,
D2C,14888.565062121212,15701.673507462687,18795.69692205882,14614.123849834355,16893.765507220036,18327.8977812311,16721.058050383348,19447.51150054764,20122.46012321007,19429.938061938046,22766.781160016446,20475.839407651114,18326.766086533047,,,,,,,,,,,,,
Budget GP,3592961.3226999994,4020413.0568000004,4758151.111,3999073.785034962,4341687.123426571,4793634.322657339,4582181.757482516,5004308.261538459,5273486.775524466,5034797.553006985,5747821.719230764,5959110.6941957865,57107627.48259785,,,,,,,,,,,,,
Marketing,976985.2941,1327162.8289,1599528.1456,1374475.524475524,1487062.937062936,1633916.083916083,1519580.419580419,1677972.0279720281,1758391.6083916072,1683566.433566433,1883216.783216782,2059440.5594405523,18981298.646222364,,,,,,,,,,,,,
CG,355083.8456,366810.4582,376073.6078,131344.8130069929,138733.466083916,147017.58139860118,164772.23999999982,175516.5412587412,189818.99230769218,104216.95160839151,117738.789160839,125598.5193706293,2392725.8057958027,,,,,,,,,,,,,
PG,1278246.8889,1274427.6447,1504441.9668999999,1382580.034965034,1415070.776223776,1528140.937062936,1509981.279720279,1536676.237762236,1634989.524475521,1614899.370629365,1811689.748251745,2033625.26573426,18524769.67532515,,,,,,,,,,,,,
D2C,982645.2940999999,1052012.125,1278107.3906999999,1110673.412587411,1300819.9440559428,1484559.720279719,1387847.818181818,1614143.4545454541,1690286.6503496459,1632114.797202796,1935176.3986013979,1740446.3496503448,17208833.35525453,,,,,,,,,,,,,
Budget FTE (excl. Regional),222,229,235,255,258,266,276,277,283,286,288,289,3164,,,,,,,,,,,,,
Marketing,59,62,65,74,74,76,82,83,87,89,90,90,931,,,,,,,,,,,,,
CG,7,7,7,7,7,7,7,7,7,7,7,7,84,,,,,,,,,,,,,
PG,50,51,52,59,60,62,63,63,64,65,65,65,719,,,,,,,,,,,,,
D2C,66,67,68,76,77,81,83,83,84,84,85,85,939,,,,,,,,,,,,,
Corporate,40,42,43,39,40,40,41,41,41,41,41,42,491,,,,,,,,,,,,,
Tech (incl. corporate planning),0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
HC Type (excl. Regional),Budget,Actual,,,,,,,,,,,,,,,,,,,,,,,,
Full-time,247,198.99999999999963,,,,,,,,,,,,,,,,,,,,,,,,
Non Full-time,110,28.99830333333325,,,,,,,,,,,,,,,,,,,,,,,,
Corporate,48,42.06013999999999,,,,,,,,,,,,,,,,,,,,,,,,
Tech (incl. corporate planning),0,0,,,,,,,,,,,,,,,,,,,,,,,,
