url,published,title,content,lang,source_type,extra_author_attributes.name,brand_mentions,brand_count,is_multi_brand,content_length,has_negative_kw,source_category
https://www.chibanippo.co.jp/newspack/20240510/1223237,24/05/10 16:58:06,ハンド安平、「ベスト８が目標」,パリ五輪に出場するハンドボール男子日本代表が１０日、東京都北区の味の素ナショナルトレーニングセンターでの強化合宿を公開し、司令塔の安平（ＲＫバルダル）は「日本代表は五輪でベスト８がない。そこを目標にしたい」と意気込みを口にした。  ハンドボールが盛んな北マケドニアで腕を磨く２３歳。身長１７２センチで大柄ではないが、スピードと広い視野で攻撃をけん引する。「味方を生かして試合をコントロールしたい。ハンドボールを、五輪を通してメジャーにしたい」と中心選手としての自覚を語った。  ４月に就任したカルロス...,ja,"BLOG,BLOG_OTHER",,味の素,1,False,253,False,blog
https://news.toremaga.com/release/p14/3026426.html,24/03/14 22:43:36,10代～20代の7割以上が“食事相手の飯スマホ“を経験！やめてほしいけど、自分は注意されたくない！相手にも注意できない！その矛盾を味の素(株)が「飯スマホやめ～い！ステッカー」で楽しく解決！,10代～20代の7割以上が“食事相手の飯スマホ“を経験！やめてほしいけど、自分は注意されたくない！相手にも注意できない！その矛盾を味の素(株)が「飯スマホやめ～い！ステッカー」で楽しく解決！  味の素株式会社  3月19日は「共食の日」！人と囲む食卓をより楽しくしよう！  味の素株式会社(社長：藤江 太郎 本社：東京都中央区)は、3月19日の「共食の日」※¹に合わせて、人と囲む食卓をより楽しくしたいという想いから「飯スマホやめ～い！ステッカープロジェクト」を2024年3月18日(月)よりスタート...,ja,"ONLINENEWS,ONLINENEWS_OTHER",,味の素,1,False,253,False,news
http://twitter.com/d0_0710/status/2003860091347628334,25/12/25 01:07:30,,錬金術に一番近いラインだなぁ すでに味の素がコラボしてシンガポールでコーヒーとかスイーツになってるらしい 小学校時代TKG食べながら完全栄養食って作ってる人いないのかなぁとか思ってたけど、完全メシとかもできてるし、Soleinはノンアレルゲンらしいし完全栄養食も遠くないなぁ,ja,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",d0-0,味の素,1,False,137,False,twitter
https://bsky.app/profile/did:plc:lxk7qongj6saztxmkmomonwz/post/3lw4rlskqu22b,25/08/11 21:16:09,,玉ねぎ5個くらい切って2分半600Wでレンチンしたやつに 蜂蜜大さじ3 塩大さじ1 酢2〜300mlぐらい 味の素適当 あとは揉み込んで放置 6日ぐらい持つんじゃない?,ja,"SOCIALMEDIA,SOCIALMEDIA_BLUESKY",ちょくろわ,味の素,1,False,84,False,twitter
https://weekly.ascii.jp/elem/000/004/326/4326606/,25/10/15 11:10:02,シェア100%の重圧を跳ね除けろ 味の素ファインテクノの業務改善は、kintoneで加速した,半導体製造に欠かせない層間絶縁材で世界シェア“ほぼ100%”を誇る、味の素ファインテクノ。同社の業務改善の取り組みは、供給責任のプレッシャーから始まった。たった4人で始まった改善活動は、kintoneというツールを得ることで加速。今では100名がアプリ開発を経験するほど、市民開発による業務改善が広がっているという。  サイボウズは、kintoneユーザーの事例イベントである「kintone hive 2025 Tokyo」を開催。6番手に登壇した味の素ファインテクノの大野隆之氏は、10年にもわた...,ja,"ONLINENEWS,ONLINENEWS_OTHER",ASCII,味の素,1,False,253,False,news
http://twitter.com/yuki_yuki3690/status/2002949932240793778,25/12/22 12:50:51,,私が作りたい料理は【 #ポトフ 】 #味の素KKコンソメ @ajinomoto,ja,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",ゆきゆき,"味の素,コンソメ",2,True,39,False,twitter
https://news.nifty.com/article/item/neta/12305-3886934/,25/03/05 14:01:15,こんな食べ方もありなんだ！ 味の素が教える白菜の調理法に「箸が止まらない」,鍋の定番食材である、白菜。鍋以外の食べ方では、煮込み料理に使うか、もしくは漬物にして食べるイメージが強いのではないでしょうか。  味の素株式会社のウェブサイトで紹介されている『やみつき！無限はくさい』の食べ方は、なんと生！  サラダのようにして、調味料と和えて食べるのだといいます。気になった筆者が、早速作ってみました。  ■すぐできる！『やみつき！無限はくさい』  気になる材料はこちら。白菜の２００gは、およそ葉２枚ぶんです。  材料（4人分）  白菜 200g  ツナ油漬缶 1缶（70g）  ...,ja,"ONLINENEWS,ONLINENEWS_OTHER",©nifty corporation,味の素,1,False,253,False,news
http://twitter.com/rikaku_man/status/2002911725507768684,25/12/22 10:19:02,,味の素と第一三共ロックオン🎯（どちらも似たような現在3200円台でかなりの安値圏） キャピ狙いでNISA買いの暴挙、アリやんｗｗ 割と現実的 目標利回り３％配当1万/年として5千円でNISA売りすれば配当15年分以上ゲット(実際は低配当1-2％前半) 短気＆NISA強者なワイにぴったり😆,ja,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",りーさん＠NoName💫🪄,味の素,1,False,144,False,twitter
http://twitter.com/tanaka4kanata/status/2004400390939594967,25/12/26 12:54:27,,私が作りたい料理は【 #コンソメスープ 】 #味の素KKコンソメ @ajinomoto,ja,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",tanakakanata,"味の素,コンソメ",2,True,43,False,twitter
https://www.jprime.jp/ud/pressrelease/guid/kd202402026131,24/02/20 13:03:14,《「ちょっと贅沢な珈琲店®」レギュラー・コーヒー 香る深いコクのブラジル・ブレンド》を新発売！,ナッツのような香ばしさ・バランスの良い味わいが愉しめる！！  味の素AGF株式会社  https://kyodonewsprwire.jp/prwfile/release/M104353/202402026131/_prw_PT1fl_1nSIR8R4.png】  味の素AGF株式会社（以下、味の素AGF 代表取締役社長：竹内 秀樹）は、《「ちょっと贅沢な珈琲店®」レギュラー・コーヒー》シリーズから《「ちょっと贅沢な珈琲店®」レギュラー・コーヒー 香る深いコクのブラジル・ブレンド》を、2024年...,ja,"ONLINENEWS,ONLINENEWS_OTHER",,味の素,1,False,253,False,news
