url,published,title,content,lang,source_type,extra_author_attributes.name,brand_mentions,brand_count,is_multi_brand,content_length,has_negative_kw,source_category
https://blog.goo.ne.jp/himonyanaika/e/9e1d49b82320ed10c0affa87f11ba60e,24/05/28 17:32:59,当院の塩対応２ - ひもんや日記,来ぬ人を まつほの浦の 夕なぎに 焼くや 藻塩の 身もこがれつつ  百人一首の選者でもある藤原定家の歌ですが、まつほの浦とは淡路島北端の松帆浦、現在の淡路市岩屋、そして藻塩とはホンダワラなどの海藻を海水に浸して乾燥させたものを焼いて水に溶かし、煮詰めて精製した塩のことです。藻塩は海水成分に海藻由来のうまみが加わり、まろやかでコクのある塩です。製造に手間がかかり、収量も少ないので、現代では高級品です。因みにアジシオは藻塩を模して開発されました。塩の粒子をうまみ成分のグルタミン酸で化学的にコーティン...,ja,"BLOG,BLOG_OTHER",,アジシオ,1,False,253,True,blog
https://news.goo.ne.jp/il/99794/%E3%80%8C%E3%83%88%E3%83%BC%E3%82%B9%E3%83%88%E3%80%8D%E3%81%AB%E3%80%8C%E2%97%8B%E2%97%8B%E3%80%8D%E3%82%92%E4%B9%97%E3%81%9B%E3%82%8B%E3%81%A0%E3%81%91%E3%81%A7%E3%81%A7%E3%80%8E%E5%8A%87%E7%9A%84%E3%81%AB%E3%82%A6%E3%83%9E%E3%81%8F%E3%81%AA%E3%82%8B%E6%96%B9%E6%B3%95%E3%80%8F%E3%83%A1%E3%83%81%E3%83%A3%E7%B0%A1%E5%8D%98%E3%81%AA%E3%81%AE%E3%81%AB%E2%80%9D%E7%B5%B6%E5%93%81%E6%9C%9D%E3%81%94%E3%81%AF%E3%82%93%E2%80%9D%E5%BF%99%E3%81%97%E3%81%84%E6%9C%9D%E3%81%AB%E3%82%82%E3%83%94%E3%83%83%E3%82%BF%E3%83%AA%E3%80%8C%E7%B0%A1%E5%8D%98%E3%82%B9%E3%83%94%E3%83%BC%E3%83%89%E6%96%99%E7%90%86%E3%80%8D%E8%A3%8F%E3%83%AF%E3%82%B6,24/04/15 19:42:15,「トースト」に「○○」を乗せるだけでで『劇的にウマくなる方法』メチャ簡単なのに”絶品朝ごはん”忙しい朝にもピッタリ「簡単スピード料理」裏ワザ,2024/4/15 18:41  「トースト」に「○○」を乗せるだけでで『劇的にウマくなる方法』メチャ簡単なのに”絶品朝ごはん”忙しい朝にもピッタリ「簡単スピード料理」裏ワザ  今回は料理研究家リュウジさん考案のトーストレシピをみなさんにご紹介したいと思います。  【人生最高の納豆トースト】  材料  6枚切りの食パン：1枚  バター：5g  納豆：1パック  ピザチーズ：25g  卵：1個  アジシオ：適量  黒コショウ：適量  作り方  1.まずは食パンにレンチンで溶かしたバターを塗っていく...,ja,"ONLINENEWS,ONLINENEWS_OTHER",©ntt docomo,アジシオ,1,False,253,False,news
https://bsky.app/profile/did:plc:v6w4vrmc5weoqlaqqnnxqoyz/post/3m6enwazyvk2n,25/11/24 19:53:16,,豚肉とカブと万願寺唐辛子とシメジの柚子胡椒炒め丼(下に押し麦入りご飯)、長芋と切り干し大根とワカメのポン酢和え、ニンジンの粉チーズ焼きスティック、リーフレタス＋アジシオ、間食用の冷やし焼き芋(マロンゴールド)。 豚肉と野菜の柚子胡椒炒めはうちにあるものを使ってアドリブで作ったけれどとっても美味しくできて、でも調味料の種類や量がテキトーなので再現できなさそうなのが惜しい。 #お弁当記録 #青空ごはん部,ja,"SOCIALMEDIA,SOCIALMEDIA_BLUESKY",大熊猫旅行公司料理部,アジシオ,1,False,201,False,twitter
https://live.nicovideo.jp/watch/lv345641222,24/08/25 22:26:03,【艦これ】復帰勢、E2の連合艦隊で意味不明画面が出て無事脂肪,『今日の一言』 意味不明喰らえDIO！半径20ｍガーリックスプラッシュを  右下のとっても可愛いマキちゃんは ペテン師様の弦巻マキ立ち絵素材をお借りしました URLは皆の者で探すのだ･･･到底ここには載せられぬ･･･ 左下のとっても可愛いチェビオ服マキちゃんは アジシオ様の「マキ立ち絵フリー素材チェビオ服ver1.0」をお借りしました。 URL：ttps://seiga.nicovideo.jp/seiga/ im10766186マキちゃんが見えないときは心の目で見よ,ja,"ONLINENEWS,ONLINENEWS_OTHER",kai shi,アジシオ,1,False,236,False,news
https://bsky.app/profile/did:plc:gz7onunc6sarxjxel7dwcbxk/post/3lx6dizr5ac2f,25/08/25 05:34:35,,小さな芋はそのまま蒸し器でおばあちゃんが蒸してくれた。「きぬかつぎ」という料理。朝ごはんに出されるときは、必ず甘めの白味噌だれがついてくる。たまにすりごまと醤油を合わせたたれ。皮を両手でつまむと、ちゅるんと芋の実が出てくる。わたしが祖父母の分まで剥いていた。この「ちゅるん」の感触が好きだったから。わたしとばあちゃんは味噌だれ、じいちゃんはたいていアジシオをふって食べていた。 九月十三夜月を賞する者の、芋子薄皮を着するものをもつて衣被（きぬかづき）と称し、生栗と煮食す。（人見必大『本朝食鑑』）,ja,"SOCIALMEDIA,SOCIALMEDIA_BLUESKY",koyomi,アジシオ,1,False,248,False,twitter
https://topics.smt.docomo.ne.jp/article/jtown/trend/jtown-365488,25/07/27 11:00:00,30代独身男性が〝自宅での水分補給〟追求した結果に15万人大興奮 「どこに売ってんのこんなん」,皆さん、水を飲んでいますか。厳しすぎる暑さのこの夏、いつでも水分補給ができるように備えておきたいものである。  そしてその結果、自宅に〝自宅らしからぬ一角〟を生み出してしまった男性が、X上で注目されている。  Xユーザーのこんでんえいねんしざいほう（＠hiroju5555）さんが2025年7月21日に投稿したのは、なんとも見覚えのある光景の写真だ。  四角いおぼんに布巾を敷き、その上にピッチャーとプラスチックのコップたち。そしてアジシオ。うん、どう見ても定食屋。  しかし先述の通り、これは自宅の...,ja,"ONLINENEWS,ONLINENEWS_OTHER",jtaun'netto,アジシオ,1,False,253,False,news
https://mevius.5ch.net/test/read.cgi/seiji/1745738865/562,25/04/28 18:55:05,日本保守党183,流石にアジシオはないわw,ja,"MESSAGEBOARD,MESSAGEBOARD_OTHER",,アジシオ,1,False,12,False,messageboard
https://bsky.app/profile/did:plc:i5enclrukn5tu4cfrzatbayt/post/3mc2bdkrfgc2y,26/01/10 14:22:13,,今日は贅沢に特上ロースかつ定食だ！なぜなら通常のロースかつ定食は知らないうちに少しづつ薄くなっていったから！(5〜8mm) ロース肉の脂と下味のアジシオがたまらねぇぜ！ かつや、てんや、松屋に囲まれて大変だと思うが頑張ってくれい！,ja,"SOCIALMEDIA,SOCIALMEDIA_BLUESKY",ブルブルブル@プラモ積み之進,アジシオ,1,False,115,False,twitter
http://twitter.com/yachi_taro/status/2002997104600547505,25/12/22 15:58:18,,正月に唐揚げを作るのが恒例になってる我が家 KFCに寄せて作ったこともあるけどイマイチだった理由が分かった オールスパイス、塩コショーまでは辿り着いたけど、化調も入れなかったし薄力粉使ってたしガーリックもアジシオも使わず やっぱ料理研究家って凄いね！ https://t.co/EYt7Zsk2MZ QT @ore825: マジで感動レベルで旨い ｢これほぼケンタッキーだろチキン｣ どこのスーパーにも売ってるオールスパイスと強力粉を使うのが最大のポイント 食べた瞬間声が上がるほどのざっくりした衣とスパイス感が決め手です 今までのフライドチキンで最高傑作、絶対信じて https://t.co/IRKuuvjkDk,ja,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",やち太郎＠脳出血サバイバー,アジシオ,1,False,308,False,twitter
https://bsky.app/profile/did:plc:k75c567ng3cs7ryhcrasqlsz/post/3lxmhhlbfes2q,25/08/30 20:22:37,,しゃぶしゃぶの肉を加熱するお湯に、アジシオを多めに入れると味が引き立ってよりおいしく♪ (*´꒳`*人) 普通は昆布とかだしを入れるんだろうけども、ささっと簡単に食べるくらいにしようとして楽においしく♪ ◝( '꒳' *)◜ ご飯300ｇ込みで1食しゃぶしゃぶ200円なら格安弁当よりいい♪ (*つ꒳`*),ja,"SOCIALMEDIA,SOCIALMEDIA_BLUESKY",幸運のツバメファミリー♪ 🌟常設10％OFFのご案内を追加しました♪プレ企画も行っています♪,アジシオ,1,False,153,False,twitter
