url,published,title,content,lang,source_type,extra_author_attributes.name,brand_mentions,brand_count,is_multi_brand,content_length,has_negative_kw,source_category
http://youtube.com/watch?v=veh1vF1rZbs#UgyUJb4Z84TloEVkPkx4AaABAg,25/10/28 21:04:00,,キューピーとピュアセレクトをダブルで用意してるの流石と思った笑,ja,"SOCIALMEDIA,SOCIALMEDIA_YOUTUBE",@サンタ11K,ピュアセレクト,1,False,31,False,twitter
https://news.livedoor.com/article/detail/25979811/,24/03/03 18:29:43,料理研究家リュウジ氏「料理に使うならこいつ一択」味の素のマヨネーズ紹介し反響「理由は…」,料理研究家リュウジさん（37）が3日、X（旧ツイッター）を更新。料理に使う場合「一択」だというマヨネーズを紹介した。  リュウジさんは「Q.料理に使うマヨネーズってどれがいいとかありますか？ぶっちゃけどれも一緒すよね？」という寄せられた質問を記述。それへの回答として「A.いや、全然味違います。個人的に『料理』に使うならこいつ一択」と書き、味の素株式会社の「ピュアセレクトマヨネーズ」の画像を添付した。  そして「理由は酸味が柔らかく、料理の味をマヨネーズで支配しすぎないからです 酸味は後から足す事...,ja,"ONLINENEWS,ONLINENEWS_OTHER",livedoor,"味の素,ピュアセレクト",2,True,253,False,news
https://news.nifty.com/article/item/gourmet/12377-3520691/,24/10/31 13:28:03,【最強の配合比】どう作っても旨いツナマヨを「至高のツナマヨにする方法」をお試し！必殺の隠し味とは!?,リュウジさんがツナマヨを最高においしくする方法を公開。ツナ缶、マヨネーズに加え、味の素「ほんだし」と「ピュアセレクトマヨネーズ」を使うことがポイントだという。 作り方は簡単で、ツナ缶にマヨネーズと「ほんだし」を混ぜ、目玉焼きを作りトッピングするだけ。「ほんだし」で和のテイストが加わり、「ピュアセレクトマヨネーズ」の酸味のまろやかさがご飯によりなじむ。 仕上げにはのりや七味唐辛子などを加えると更においしい。ペッパーソースを加えると爽やかな酸味と辛味が楽しめる。リュウジさんおすすめの最高のツナマヨ丼...,ja,"ONLINENEWS,ONLINENEWS_OTHER",©nifty corporation,"味の素,ほんだし,ピュアセレクト",3,True,253,False,news
http://www.youtube.com/watch?v=pKgpAmM7xag,24/03/10 19:48:43,コンビニで入手可能な材料を使ってソログリルで作る「ぼっちたこ焼き」,コンビニ行ったら、急にたこ焼きが食べたくなったけど、たこ焼きが置いてなかったので、コンビニにあるものと家にあったソースとマヨでたこ焼きを作ってみました。 ＊主な材料＊ 小麦粉 66g 水 200mL たまご Mサイズ １個 紅生姜 少々 揚げ玉 少々 蒸した真だこ使用「たこぶつ」 おたふくソース マヨネーズピュアセレクト ＃コンビニ ＃セブンイレブン ＃たこ焼き ＃ソログリル #sologrill #japanesefood #Thanko #サンコー ＃料理 ＃レシピ #グルメ,ja,"SOCIALMEDIA,SOCIALMEDIA_YOUTUBE",Basser,ピュアセレクト,1,False,242,False,twitter
http://twitter.com/Ryunosuke_world/status/2009275143734931864,26/01/08 23:44:59,,やっと風呂上がり🍺✨ 今夜の夕飯は、焼鳥(タレ)をピュアセレクトマヨネーズで頂きます⤴︎︎⤴︎︎ 録画しといたドリフに挑戦観よ📺👀,ja,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",Ryunosuke,ピュアセレクト,1,False,65,False,twitter
http://twitter.com/tokita_r/status/2003581235873161542,25/12/24 06:39:26,,ピュアセレクトマヨネーズのCMに出られるぐらい美味そうにサラダ食えた(ご満悦,ja,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",ときた・滅・れっか,ピュアセレクト,1,False,38,False,twitter
https://www.jewishnews.net.au/merchandises/xfrmrr-n110149636.shtml,25/02/05 08:38:58,20個セット 味の素 ピュアセレクトマヨネーズ 新鮮キープボト...,【商品説明】 マヨネーズ初の2重ボトル採用し、開封後も中身を酸化から守り新鮮なおいしさをキープしました。白ワインにも使われるシャルドネ、マスカット、ソーヴィニヨンブランといった3種のぶどう酢の芳醇な香りを楽しめるプレミアムマヨネーズです。卵はもちろんピュアセレクト独自のとれて3日以内の国産新鮮卵だけを使用してます。  ・原材料(アレルギー表記含む) 食用植物油脂(菜種油(国内製造)、大豆油、コーン油)、卵、水あめ、醸造酢(醸造酢、ぶどう酢)、食塩、香辛料、濃縮レモン果汁/調味料(アミノ酸)  ・...,ja,"ONLINENEWS,ONLINENEWS_OTHER",net,ピュアセレクト,1,False,253,False,news
http://twitter.com/THK36_onEE/status/2007686447185399862,26/01/04 14:32:04,,アジアンパスタ🍝 <原材料> 麺、長ネギ、青じそ、しめじ、豚🐷こま、油揚げ <調味料> エバラ焼肉のたれ醤油味、豆板醤、オイスター、胡椒、ヤマサ新味醤油、ピュアセレクト® コクうま® 65%カロリーカット https://t.co/xKbDbfdLZO https://t.co/hV7b5q6A0t QT @THK36_onEE: なにができるかな？ ・洋麺 ・長ネギ ・しめじ ・冷凍🐷,ja,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",マッドミニマリスト三郎,ピュアセレクト,1,False,195,False,twitter
http://twitter.com/yucchi_diet_422/status/2001858510305571234,25/12/19 12:33:56,,ピュアセレクトのカロリーオフマヨはアレンジしやすい😆 ツナマヨ作るときに味の素と胡椒をまぜまぜ。 キューピーの酸味強めなのも好きだけど、一人暮らしでマヨ2種は多すぎるので、ピュアセレクトを置いてます😃,ja,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",ゆっちー,"味の素,ピュアセレクト",2,True,100,False,twitter
https://park.ajinomoto.co.jp/recipe/search/?search_word=%E3%82%AD%E3%83%A3%E3%83%99%E3%83%84%20%E3%80%8C%E3%83%94%E3%83%A5%E3%82%A2%E3%82%BB%E3%83%AC%E3%82%AF%E3%83%88%20%E3%83%9E%E3%83%A8%E3%83%8D%E3%83%BC%E3%82%BA%E3%80%8D%20%E3%80%8CCook%20Do%20KOREA%EF%BC%81%E3%80%8D%E8%B1%86%E8%85%90%E3%83%81%E3%82%B2%E7%94%A8,24/10/23 11:03:14,「キャベツ 「ピュアセレクト マヨネーズ」 「Cook Do KOREA！」豆腐チゲ用」の人気レシピ 0件｜レシピ大百科（レシピ・料理）｜【味の素パーク】たべる楽しさを、もっと。,「キャベツ 「ピュアセレクト マヨネーズ」 「Cook Do KOREA！」豆腐チゲ用 」のレシピ検索結果 、  「キャベツ 「ピュアセレクト マヨネーズ」 「Cook Do KOREA！」豆腐チゲ用 」検索結果ページ,ja,"BLOG,BLOG_OTHER",copyright (c),"クックドゥ,ピュアセレクト",2,True,109,False,blog
https://egg.5ch.net/test/read.cgi/jisaku/1730331837/348,24/12/08 18:19:55,●▲北海道の自作ｼｮｯﾌﾟ事情▲●Part249,>>345   ザ・ビッグ元町店、レジ待ちがほとんどなくて、すごい良かった   他キャベツ一玉155、大豆生揚95、ピュアセレクトマヨ190、ヤマサ1.8Lめんつゆ270、湖池屋ポテチ70など安かった  https://i.imgur.com/zOGlcuz.jpeg,ja,"MESSAGEBOARD,MESSAGEBOARD_OTHER",,ピュアセレクト,1,False,134,False,messageboard
https://medaka.5ch.net/test/read.cgi/shop/1725234448/236,24/10/15 18:28:50,【IDなし】大黒天物産5(ディオ・ラ・ムー)【本店】,値段頑張ってる安い商品もあるけど、頑張るのやめた商品は普通のスーパーに負けてるな   味の素ピュアセレクトマヨネーズ400gが普通のスーパーで218円、ラムーで249円だったわ,ja,"MESSAGEBOARD,MESSAGEBOARD_OTHER",,"味の素,ピュアセレクト",2,True,88,False,messageboard
http://youtube.com/shorts/veh1vF1rZbs#Ugw3EjQxVwdOEX8hLsh4AaABAg,25/10/29 10:08:00,,マヨラーだったら味の素のピュアセレクトよりも圧倒的キユーピーのマヨ🫶🏽🫶🏽🫶🏽キユーピーの方が圧倒的美味い,ja,"SOCIALMEDIA,SOCIALMEDIA_YOUTUBE",@ぱすぱす-s6u,"味の素,ピュアセレクト",2,True,53,False,twitter
https://bsky.app/profile/did:plc:3ula4xcqx5kutyl6q3zcfm4v/post/3ltsmhhwbwc2h,25/07/13 09:27:14,,エブリィなう。ピュアセレクトマヨネーズ400g167円のみを買いに来た。今はこの値段で安いってなってんだよな...,ja,"SOCIALMEDIA,SOCIALMEDIA_BLUESKY",ななや,ピュアセレクト,1,False,57,False,twitter
https://krsw.5ch.net/test/read.cgi/ghard/1766656324/413,25/12/26 04:18:05,■■速報＠ゲーハー板 ver.66141■■,>>389   ピュアセレクト薄いから好きって人多いよね(´・ω・｀),ja,"MESSAGEBOARD,MESSAGEBOARD_OTHER",,ピュアセレクト,1,False,35,False,messageboard
https://ranking.goo.ne.jp/furusato/product/2019466,25/08/14 13:08:11,味の素 「ピュアセレクト® サラリア®」210ｇ×３本 【マヨネーズ AJINOMOTO 調味料 日用品 三重県 四日市市 四日市 四日市市ふるさと納税】,味の素 「ピュアセレクト® サラリア®」210ｇ×３本 【マヨネーズ AJINOMOTO 調味料 日用品 三重県 四日市市 四日市 四日市市ふるさと納税】の基本スペック  8000 たれ・ドレッシング・酢  味の素「ピュアセレクト® サラリア®」210ｇ×３本  食用植物油脂（菜種油(国内製造)、コーン油）、植物ステロールエステル（大豆を含む）、卵、水あめ、醸造酢、食塩、香辛料、濃縮レモン果汁／調味料（アミノ酸） 四日市市  味の素 「ピュアセレクト® サラリア®」210ｇ×３本 【マヨネーズ ...,ja,"ONLINENEWS,ONLINENEWS_OTHER",©ntt docomo,"味の素,ピュアセレクト",2,True,253,False,news
https://park.ajinomoto.co.jp/recipe/search/?search_word=%E3%82%AD%E3%83%A3%E3%83%99%E3%83%84%20%E3%80%8CCook%20Do%20%E3%81%8D%E3%82%87%E3%81%86%E3%81%AE%E5%A4%A7%E7%9A%BF%E3%80%8D%E5%8E%9A%E6%8F%9A%E3%81%92%E3%81%9D%E3%81%BC%E3%82%8D%E7%85%AE%E7%94%A8%20%E3%80%8C%E3%83%94%E3%83%A5%E3%82%A2%E3%82%BB%E3%83%AC%E3%82%AF%E3%83%88%20%E3%82%B3%E3%82%AF%E3%81%86%E3%81%BE%2065%EF%BC%85%E3%82%AB%E3%83%AD%E3%83%AA%E3%83%BC%E3%82%AB%E3%83%83%E3%83%88%E3%80%8D,24/10/23 13:27:34,「キャベツ 「Cook Do きょうの大皿」厚揚げそぼろ煮用 「ピュアセレクト コクうま 65％カロリーカット」」の人気レシピ 0件｜レシピ大百科（レシピ・料理）｜【味の素パーク】たべる楽しさを、もっと。,「キャベツ 「Cook Do きょうの大皿」厚揚げそぼろ煮用 「ピュアセレクト コクうま 65％カロリーカット」 」のレシピ検索結果 、  「キャベツ 「Cook Do きょうの大皿」厚揚げそぼろ煮用 「ピュアセレクト コクうま 65％カロリーカット」 」検索結果ページ,ja,"BLOG,BLOG_OTHER",copyright (c),"クックドゥ,ピュアセレクト",2,True,135,False,blog
http://maguro.2ch.sc/test/read.cgi/netspot/1740218438/226,25/03/02 17:14:42,リラックスコンビニ 快活CLUB Part.197,イオンでラーメンとマヨ   買い込んで来たたい   ２回レジした   ラ・ムーよか安かばい  ザ・ビッグでマヨネーズ味の素ピュアセレクト198円100円OFFクーポン3日まで   また３日まで5%オフクーポン,ja,"MESSAGEBOARD,MESSAGEBOARD_OTHER",774円/60分,"味の素,ピュアセレクト",2,True,104,False,messageboard
http://twitter.com/livedoornews/status/2001925492170219851,25/12/19 17:00:05,,【発表】たまご高騰で味の素がマヨネーズ値上げ、来年4月から最大10% https://t.co/JSkIXUTJOH 値上げするのは、家庭用商品「ピュアセレクト マヨネーズ」など6品目。来年4月1日の納品分から最大10%引き上げる。原料であるたまご価格が高騰しているほか、人件費や物流費などの上昇も要因だという。,ja,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",ライブドアニュース,"味の素,ピュアセレクト",2,True,156,False,twitter
https://mama.smt.docomo.ne.jp/article/9410295/,25/08/27 19:09:16,【これ作るために食パン買う】 5分で完成！『ほんだしマヨトースト』の作り方 | grape [グレイプ],朝食の定番といえば、トーストにジャムやバターを塗る人は多いでしょう。  さまざまな食材と相性抜群のトーストですが、実はまだ意外な組み合わせが隠されているようです。  その組み合わせの1つが、味の素株式会社のウェブサイトで紹介されている『ほんだし』を合わせたトースト。  気になった筆者が、アレンジレシピ『ほんだしマヨトースト』を試してみました！  材料（1人分）  食パン6枚切り 1枚  「ピュアセレクト マヨネーズ」 大さじ1  「ほんだし」 小さじ1/3  まず、食パン1枚を用意します。スプー...,ja,"ONLINENEWS,ONLINENEWS_OTHER",grape [gureipu],"味の素,ほんだし,ピュアセレクト",3,True,253,False,news
https://himeji.keizai.biz/gpnews/1659349/,25/12/18 18:07:08,味の素、マヨネーズ値上げ,味の素は１８日、家庭用と業務用のマヨネーズなど計２１品を約６～１０％値上げすると発表した。主原料の鶏卵が高騰しており、来年４月１日に「ピュアセレクト」シリーズなどの出荷価格を引き上げる。（同社提供） 【時事通信社】,ja,"ONLINENEWS,ONLINENEWS_OTHER",warudofotonyusu,"味の素,ピュアセレクト",2,True,107,False,news
https://news.infoseek.co.jp/article/tbs_2356908/,25/12/18 16:31:05,たまご高騰で味の素がマヨネーズ値上げ 来年4月から最大10% エッグショック以来の値上げ,たまご価格の高騰を受け、味の素は家庭用マヨネーズを値上げすると発表しました。おととしの“エッグショック”以来、3年ぶりです。  味の素が値上げするのは、家庭用商品「ピュアセレクト マヨネーズ」など6品目です。  来年4月1日の納品分から、最大10%引き上げます。  マヨネーズの主原料であるたまご価格が高騰しているほか、人件費や物流費などの上昇も要因だということです。  主力のマヨネーズ商品の値上げは、鳥インフルエンザの影響でたまご価格が高騰したおととしの“エッグショック”以来、3年ぶりです。  ...,ja,"ONLINENEWS,ONLINENEWS_OTHER","rakuten group, inc.","味の素,ピュアセレクト",2,True,253,False,news
http://twitter.com/vf151vigilantes/status/2001441616348025332,25/12/18 08:57:20,,キユーピーのマヨネーズ悪くないけど、ワイはピュアセレクトのコクが好き あと、キユーピーのマヨネーズを買い置きしといて賞味期限切れちゃったヤツはコクが出てて旨かった,ja,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",妖怪☆臍舐,ピュアセレクト,1,False,81,False,twitter
