url,published,title,content,lang,source_type,extra_author_attributes.name,brand_mentions,brand_count,is_multi_brand,content_length,has_negative_kw,source_category
https://plaza.rakuten.co.jp/mashimorinotake/diary/202510250005/,25/10/25 20:58:31,越谷市増森（ましもり）のやまたけちゃんのブログ - 楽天ブログ,【食べた日：2025年（令和7年）10月25日（土）】  うまい。  安い。  ※ まぐろ丼（540円）  〈フジシゲ 越谷市場（埼玉県越谷市流通団地3-2-1）〉  最終更新日 2025年10月25日 20時58分31秒  [食事（海鮮丼・ちらし寿司）] カテゴリの最新記事  すし太郎〈株式会社 永谷園〉 2025年08月13日  ねぎとろ丼（495円←990円）〈ガスト〉 2024年12月21日  旬の海鮮丼（600円）〈くら寿司〉 2024年10月24日,ja,"BLOG,BLOG_OTHER",,,0,False,232,False,blog
https://www.chibanippo.co.jp/newspack/20240510/1223237,24/05/10 16:58:06,ハンド安平、「ベスト８が目標」,パリ五輪に出場するハンドボール男子日本代表が１０日、東京都北区の味の素ナショナルトレーニングセンターでの強化合宿を公開し、司令塔の安平（ＲＫバルダル）は「日本代表は五輪でベスト８がない。そこを目標にしたい」と意気込みを口にした。  ハンドボールが盛んな北マケドニアで腕を磨く２３歳。身長１７２センチで大柄ではないが、スピードと広い視野で攻撃をけん引する。「味方を生かして試合をコントロールしたい。ハンドボールを、五輪を通してメジャーにしたい」と中心選手としての自覚を語った。  ４月に就任したカルロス...,ja,"BLOG,BLOG_OTHER",,味の素,1,False,253,False,blog
https://ameblo.jp/qaroro/entry-12841843922.html,24/02/24 08:56:06,メスティンでご飯炊いて,昨日のお昼ご飯、急に思いたってメスティンでご飯炊くことにしました。メスティンでご飯炊くの超久しぶりです。ちゃんとうまく炊けるかな？  ご飯に色ムラがありますが、少し昆布だし投入して炊いたからです。  昨日は気温も低かったし、けっこう風があって火が流れてたのでうまく炊けるかちょっと不安だったんですが、不安的中。見た目にはうまく炊けてるようにも見えますが、ご飯に芯が残っててかたいご飯になってしまいました。180ccのお米に対して水200cc入れたんですが、水ももう少し多めのほうがよかったのかな。炊飯...,ja,"BLOG,BLOG_OTHER","cyberagent, inc. all rights reserved.",,0,False,253,False,blog
https://ameblo.jp/junkenzaki011/entry-12942753725.html,25/11/03 15:02:37,【両学長動画】みんなの投資額はどのくらい？,あの、ね北浜流一郎センセが、「フィジカルAI関連の上昇余地は大きい」って記事を書いているんです。  記事によると、  「フィジカルAIとは、現実世界を認識し、その情報をもとに理解しつつ行動する機能を持ったAI技術のこと。」 「画像処理半導体（GPU）の開発・製造で圧倒的首位に立つ企業だけに、現実世界への応用に最も近い位置にいると見てよい。」 「そのため、エヌビディアはこの分野で世界のトップランナーとなるのはほぼ間違いないと見てよく、同社株はもちろん関連銘柄の上昇はまだ続く可能性が高い。」  との...,ja,"BLOG,BLOG_OTHER","cyberagent, inc. all rights reserved.",,0,False,253,False,blog
https://blog.goo.ne.jp/himonyanaika/e/9e1d49b82320ed10c0affa87f11ba60e,24/05/28 17:32:59,当院の塩対応２ - ひもんや日記,来ぬ人を まつほの浦の 夕なぎに 焼くや 藻塩の 身もこがれつつ  百人一首の選者でもある藤原定家の歌ですが、まつほの浦とは淡路島北端の松帆浦、現在の淡路市岩屋、そして藻塩とはホンダワラなどの海藻を海水に浸して乾燥させたものを焼いて水に溶かし、煮詰めて精製した塩のことです。藻塩は海水成分に海藻由来のうまみが加わり、まろやかでコクのある塩です。製造に手間がかかり、収量も少ないので、現代では高級品です。因みにアジシオは藻塩を模して開発されました。塩の粒子をうまみ成分のグルタミン酸で化学的にコーティン...,ja,"BLOG,BLOG_OTHER",,アジシオ,1,False,253,True,blog
https://plaza.rakuten.co.jp/bgourmet/diary/202506260000/,25/06/26 23:40:05,Ｂ級グルメでおなかパンパン - 楽天ブログ,ぴっぴ飯は、香川県で昔から親しまれている家庭料理で、うどんを具材にしたユニークな焼き飯です。  大人でも美味しく食べられる、旨味たっぷりのぴっぴ飯のレシピをご紹介します！  大人でも美味しい！旨味たっぷりぴっぴ飯  ぴっぴ飯の魅力は、うどんのもちもち感とご飯のパラパラ感のハーモニー。そこに、しっかりとした味付けと隠し味を加えることで、大人も大満足の一品になります。  材料（2人分）  冷凍讃岐うどん：1玉  温かいご飯：200g  豚こま切れ肉：100g（豚バラ肉でもOK）  たくあん：50g（...,ja,"BLOG,BLOG_OTHER",sopa・tarasuka,,0,False,253,False,blog
http://desaoyaji.blog.fc2.com/blog-entry-3278.html,24/09/11 16:29:17,ハッピーガーデンの新しいお店が使える,"バンコク編も終わり少しお休みして、今回から本来の『マレーシアB級グルメブログ』に戻ってきました。今回は少し前に開店していた多分ペナン出身の華人のお店と思われる喫茶店感覚の飯屋を紹介したい。  お店の名前は『Warisan Kopi 传承茶铺 (Kopitiam)』と言ってマレー語のWarisanは『伝統』とか『遺産』とかの意味があるが、この場合は『先祖伝来受け継がれた』みたいに考えるのがベター。強いて言えば『昔からの家族の味を守っているレストラン』と言った感じかな。住所は67G, Jalan L...",ja,"BLOG,BLOG_OTHER",デサオヤジ,,0,False,253,False,blog
https://dt125kazuo.blog.fc2.com/blog-entry-6795.html,25/02/23 03:08:13,にら玉鍋焼きうどん 、 風邪をひいちゃったので体が温まり、栄養が摂れるレシピ,∩･∀･)こんにちは、筋肉料理人です！ 今日の料理はにら玉鍋焼きうどんです。鍋焼きうどんににらを入れ、溶き卵でとじました。ふわふわたまごとにらの甘味で鍋焼きうどんを優しくボリュームアップ。うどん汁を吸ったふわふわにら玉とうどんがとても美味しく、体が芯から温まるレシピです。そして、にらのビタミンとたまごのタンパク質、うどんの糖質で風邪引きさんにもお勧めのレシピです。  実は今年初の風邪を引いてしまいました。。。。 2～3日前から喉の調子が良くなかったんですが、昨日から咳が出始めまして、熱こそありま...,ja,"BLOG,BLOG_OTHER",筋肉料理人 藤吉和男,,0,False,253,False,blog
https://plaza.rakuten.co.jp/tekutekutekuteku/diary/202601020002/,26/01/02 14:00:09,まいにちが、しあわせ。 - 楽天ブログ,"​​​アフィリエイト広告を利用しています  みのり工房さん、  海苔の福袋販売中です。  4,000円→込2,222円！  海苔は絶対食べ切れるし(私的には)  福袋でお得に買えるのは嬉しいですね。  我が家は前にたんまり買ったものがまだ残ってるので迷い中…  【ポイント5倍】 海苔 福袋 訳あり 4000円→2222円! 賞味期限 間近 在庫処分 2026 焼き海苔 味のり 塩のり 七味 のり バラエティ セット 食品 焼きのり 全形 味付け海苔 食品ロス 削減 フードロス 詰め合わせ 初売り...",ja,"BLOG,BLOG_OTHER",shi dian,,0,False,253,False,blog
https://dotnuke.tumblr.com/post/739859369936715776/highlandvalley-%E3%81%AA%E3%82%93%E3%81%8B%E4%B8%80%E5%91%B3%E8%B6%B3%E3%82%8A%E3%81%AA%E3%81%84%E3%81%AA%E3%81%A3%E3%81%A6%E6%99%82%E3%81%AF%E3%81%BB%E3%81%BC%E5%A1%A9%E3%81%A7%E3%81%99%E6%9C%80%E6%82%AA%E3%81%A7%E3%82%82%E5%91%B3%E3%81%AE%E7%B4%A0%E3%81%82%E3%82%8B%E3%81%84,24/01/18 22:34:38,highlandvalley: “「なんか一味足りないな」って時は、ほぼ塩です。最悪でも味の素あるいは砂糖です。ソース、醤油、コーヒー、チョコレート、その他の危険物をゆっくり地面におろしてください。”...,highlandvalley: “““「なんか一味足りないな」って時は、ほぼ塩です。最悪でも味の素あるいは砂糖です。ソース、醤油、コーヒー、チョコレート、その他の危険物をゆっくり地面におろしてください。”” — 借金玉さんのツイート (via gkojax) ”,ja,"BLOG,BLOG_OTHER",dotnuke,味の素,1,False,131,True,blog
