,,,,,,,,,,,,,,,,,,,,
,3月売上,,11060000,進捗率,目標,,,売上,,売上総利益,,,,,,,請求書支払日：Greed、NEL、CCPR、リアレーション、PPP 2ヶ月後,,,
,全体,,11060000,0.6969651139,15868800.0,,,11060000,,9990000,,,,,,,,,,
,モテコスメちゃん,,5000000,1.041666667,4800000.0,40万10件＋20万5件,,,,,,,,,,,メール希望：utakata、NEL、OMOT、CCPR,,,
,,投稿制作費,3450000,,,,,,,,,,,,,,,,,
,,二次利用費,550000,,,,,,,,,,,,,,,,,
,,リピート,5,,,,,,,,,,,,,,,,,
,,新規,3,,,,,,,,,,,,,,,,,
,,クロスセル,0,,,,,,,,,,,,,,,,,
,ビビちゃん,,2200000,0.5072864785,4336800.0,40万8件＋20万4件,,,,,,,,,,,,,,
,,投稿制作費,1600000,,,,,,,,,,,,,,,,,
,,二次利用費,300000,,,,,,,,,,,,,,,,,
,,リピート,2,,,,,,,,,,,,,,,,,
,,新規,2,,,,,,,,,,,,,,,,,
,,クロスセル,0,,,,,,,,,,,,,,,,,
,美容探偵ちゃん,,2140000,0.9098639456,2352000.0,20万6件＋10万3件,,,,,,,,,,,,,,
,,投稿制作費,1500000,,,,,,,,,,,,,,,,,
,,二次利用費,340000,,,,,,,,,,,,,,,,,
,,リピート,3,,,,,,,,,,,,,,,,,
,,新規,3,,,,,,,,,,,,,,,,,
,,クロスセル,0,,,,,,,,,,,,,,,,,
,突撃ちゃん,,0,0,1020000.0,10万1件＋5万1件,,,,,,,,,,,,,,
,,投稿制作費,0,,,,,,,,,,,,,,,,,
,,二次利用費,0,,,,,,,,,,,,,,,,,
,,リピート,0,,,,,,,,,,,,,,,,,
,,新規,0,,,,,,,,,,,,,,,,,
,,クロスセル,0,,,,,,,,,,,,,,,,,
,肌コミちゃん,,1040000,0.619047619,1680000.0,,,,,,,,,,,,,,,
,,投稿制作費,850000,,,,,,,,,,,,,,,,,
,,二次利用費,90000,,,,,,,,,,,,,,,,,
,,リピート,2,,,,,,,,,,,,,,,,,
,,新規,2,,,,,,,,,,,,,,,,,
,,クロスセル,0,,,,,,,,,,,,,,,,,
,おとるーむ,,680000,0.4047619048,1680000.0,,,,,,,,,,,,,,,
,,投稿制作費,400000,,,,,,,,,,,,,,,,,
,,二次利用費,280000,,,,,,,,,,,,,,,,,
,,リピート,2,,,,,,,,,,,,,,,,,
,,新規,0,,,,,,,,,,,,,,,,,
,,クロスセル,0,,,,,,,,,,,,,,,,,
,▲支出,,1070000,予算,,,,,,,,,,,,,,,,
,▲メディア広告費,,470000,1050000.0,,,,→次月の可能性あり,,■確認事項,,,,,,,,,,
