,,,,,,,,,,,,,,,,,,,,
,アカウント,,,進捗率,目標,,,請求書支払日：Greed、NEL、CCPR、リアレーション、PPP 2ヶ月後,,,,,,,,,,,,
,11月全体売上,,10810000,1.234018265,8760000,,,,,,,,,,,,,,,
,モテコスメちゃん,,5150000,1.119565217,4600000.0,,,,,,,,,,,,,,,
,ビビちゃん,,3510000,1.107255521,3170000.0,,,,,,,,,,,,,,,
,美容探偵ちゃん,,2150000,2.171717172,990000.0,,,,25786.0,,,,,,,,,,,
,ドンキ出待ち,,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Month,投稿日,アカウント名,案件名,取引先,取引先住所,件名,セグメント,発行月支払月,摘要,単価,経路,投稿済み,金額チェック,請求書依頼,請求書受取,請求書送付,備考,,,
2311.0,11/6【月】,モテコスメちゃん,ロッテ,株式会社トリドリ,〒150-0044 東京都渋谷区円山町28-1渋谷道玄坂スカイビル8階,TikTokプロモーション,SNS事業部,11月発生12月払い,二次利用費,50000.0,リピート,True,True,True,True,True,※初回特別価格,国内,,
2311.0,11/15【水】,モテコスメちゃん,モロッカンビューティ ディープモイスト シャントリ&ヘアオイル,株式会社CCPR,〒150-6121 東京都渋谷区渋谷2-24-12 渋谷スクランブルスクエア23F,TikTokプロモーション,SNS事業部,11月発生1月払い,二次利用費,200000.0,リピート,True,True,True,True,True,,国内,,
2311.0,11/21【火】,モテコスメちゃん,バブバブ,株式会社OMOT,〒113-0033 東京都文京区本郷1-33-13春日町ビル６F,,,11月発生12月払い,二次利用費,200000.0,リピート,True,True,True,True,True,,,,
2311.0,11/22【水】,モテコスメちゃん,パーフェクトワンフォーカス,株式会社Greed,〒153-0042東京都目黒区青葉台4丁目4-12 THE N3 5F,TikTokプロモーション,SNS事業部,11月発生1月払い,二次利用費,200000.0,リピート,True,True,True,True,True,,,,
2311.0,11/24【金】,モテコスメちゃん,ハルハルワンダー,株式会社ベクトルコム,ソウル特別市 江南区 テヘラン路 427 ウィーワークタワー15F,,,11月発生12月払い,二次利用費,250000.0,リピート,True,True,True,True,True,※税無し,,,
2311.0,11/25【土】,モテコスメちゃん,ETUDE,ソーシャリン,,TikTokプロモーション,SNS事業部,11月発生12月払い,二次利用費,200000.0,新規,True,True,True,True,True,※税無し,,,
2311.0,10月分,モテコスメちゃん,レノア二次利用,AnyMind Japan株式会社,〒106-6131 東京都港区六本木6-10-1 六本木ヒルズ森タワー31F,,,11月発生12月払い,二次利用費,200000.0,リピート,True,True,True,True,True,,,,
2311.0,11/6【月】,モテコスメちゃん,ロッテ,株式会社トリドリ,〒150-0044 東京都渋谷区円山町28-1渋谷道玄坂スカイビル8階,TikTokプロモーション,SNS事業部,11月発生12月払い,投稿制作費,400000.0,リピート,True,True,True,True,True,,,,
2311.0,11/15【水】,モテコスメちゃん,モロッカンビューティ ディープモイスト シャントリ&ヘアオイル,株式会社CCPR,〒150-6121 東京都渋谷区渋谷2-24-12 渋谷スクランブルスクエア23F,TikTokプロモーション,SNS事業部,11月発生1月払い,投稿制作費,400000.0,リピート,True,True,True,True,True,,,,
2311.0,11/20【月】,モテコスメちゃん,マキアージュ,株式会社CCPR,〒150-6121 東京都渋谷区渋谷2-24-12 渋谷スクランブルスクエア23F,TikTokプロモーション,SNS事業部,11月発生1月払い,投稿制作費,400000.0,リピート,True,True,True,True,True,,,,
2311.0,11/21【火】,モテコスメちゃん,バブバブ,株式会社OMOT,〒113-0033 東京都文京区本郷1-33-13春日町ビル６F,,,11月発生12月払い,投稿制作費,400000.0,リピート,True,True,True,True,True,,,,
2311.0,11/22【水】,モテコスメちゃん,パーフェクトワンフォーカス,株式会社Greed,〒153-0042東京都目黒区青葉台4丁目4-12 THE N3 5F,TikTokプロモーション,SNS事業部,11月発生1月払い,投稿制作費,400000.0,リピート,True,True,True,True,True,,,,
2311.0,11/24【金】,モテコスメちゃん,ハルハルワンダー,株式会社ベクトルコム,ソウル特別市 江南区 テヘラン路 427 ウィーワークタワー15F,,,11月発生12月払い,投稿制作費,450000.0,リピート,True,True,True,True,True,※税無し,,,
2311.0,11/25【土】,モテコスメちゃん,ETUDE,ソーシャリン,,TikTokプロモーション,SNS事業部,11月発生12月払い,投稿制作費,400000.0,新規,True,True,True,True,True,※税無し,,,
2311.0,2023-11-27 00:00:00,モテコスメちゃん,アットコスメ,株式会社アイスタイルリテール,〒107-6034 東京都港区赤坂一丁目 12番 32号 アーク森ビル 34階,TikTokプロモーション,SNS事業部,11月発生1月払い,投稿制作費,400000.0,リピート,True,True,True,True,True,,,,
2311.0,11/29【水】,モテコスメちゃん,ルルルン,Dr.ルルルン株式会社,〒150-0002 東京都渋谷区渋谷2-12-4 ネクストサイト渋谷ビル11階,TikTokプロモーション,SNS事業部,11月発生12月払い,投稿制作費,600000.0,新規,True,True,True,True,True,二次利用あり,,,
